id	pop	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	group
95282_F11	Denmark	0.0072	-0.0018	-0.0073	-0.0073	0.0064	-0.0067	0.0053	-0.0021	-0.0081	-0.0019	North
95282_F12	Denmark	0.0062	0.0002	-0.0081	-0.0056	0.0056	0.0017	0.0074	0.0137	0.0023	-0.0042	North
95282_G04	Finland_Subset	0.0164	-0.0339	-0.0066	0.0404	-0.0223	-0.0183	-0.0466	-0.0015	-0.0072	-0.0053	North
95282_G07	Denmark	0.0085	-0.0017	-0.0037	-0.0083	0.0045	-0.0017	-0.0069	0.0047	0.0098	-0.0033	North
95282_G08	Denmark	0.0067	-0.0012	0.0022	-0.0059	0.0157	-0.0024	-0.0033	-0.0023	-0.0081	0.0022	North
95282_G09	Denmark	0.008	0.0011	-0.0075	-0.0104	0.0128	-0.004	-0.006	-0.0114	-0.0039	-0.003	North
95282_G10	Denmark	0.0085	-0.0043	-0.0032	-0.0087	0.0029	-0.0003	-0.0055	0.0031	-0.0038	-0.0044	North
95282_G11	Denmark	0.0077	-0.0012	-0.0025	-0.0067	-0.0039	-0.0079	0.0016	0.0075	-0.0045	0.0005	North
95282_G12	Denmark	0.0094	0.0001	-0.0098	-0.0039	-0.0003	0.0016	-0.0097	-0.0058	0.0059	0.0013	North
95282_H04	Finland_Subset	0.0145	-0.0316	-0.0078	0.0261	-0.0228	-0.0189	-0.0546	0.006	-0.0052	-0.0019	North
95282_H07	Denmark	0.0072	-0.0005	-0.0116	-0.0082	-0.0004	0.0018	-0.0021	0.0126	0.004	0.0045	North
95282_H08	Denmark	0.0091	0.002	-0.0044	-0.0085	0.0059	0.0012	0.0038	-0.0025	-0.0029	-0.0055	North
95282_H09	Denmark	0.0061	-0.0047	0.0007	-0.0131	0.0097	0.0003	0.0049	0.0042	0.0071	0.005	North
95282_H10	Denmark	0.0058	-0.0011	-0.0014	-0.0051	0.0059	0.0019	-0.0031	-0.0054	-0.0084	0.005	North
95282_H11	Denmark	0.0077	0.0018	-0.007	-0.0072	0.0005	-0.001	0.0037	-0.0011	0.0035	0.0106	North
95282_H12	Denmark	0.0076	-0.0007	-0.0023	-0.0073	0.0112	-0.0084	0.0054	0.0146	-0.0039	0.0077	North
95286_A01	Norway	0.0085	0.0032	-0.0085	0.0009	-0.0033	0.0101	0.0102	0.0028	-0.0078	-0.0051	North
95286_A02	Norway	0.0092	0.0009	-0.007	0.0003	0.0003	-0.0002	0.0156	-0.0013	-0.0037	-0.0092	North
95286_A03	Norway	0.0074	-0.0004	-0.0108	0.0042	-0.0077	0.0065	0.0023	0.002	-0.0086	-0.0046	North
95286_A04	Norway	0.0092	-0.0019	-0.0188	0.0012	-0.0089	-0.0041	0.0129	0.0037	0.0085	-0.0082	North
95286_A05	Norway	0.0091	0.0017	-0.009	0.0035	-0.0026	0.0128	0.0085	0.0039	0.0064	-0.0103	North
95286_A06	Norway	0.012	-0.0076	-0.0143	0.0077	0.0014	0.0079	0.0061	-0.007	0.0083	0.0036	North
95286_A07	Norway	0.0125	-0.0023	-0.0201	0.0001	-0.0016	0.0137	0.0217	-0.0035	0.0016	-0.0049	North
95286_A08	Norway	0.0105	-0.001	-0.0145	-0.0028	0.0032	0.0126	0.023	0.005	0.0026	-0.0073	North
95286_A09	Norway	0.0085	-0.003	-0.0127	0.008	-0.0026	0.0152	0.0099	-0.0016	0.0033	-0.0025	North
95286_A10	Italy	-0.0194	-0.0021	0.0013	-0.0047	-0.0088	0.0068	-0.0007	0.0051	-0.0034	-0.0028	South
95286_A11	Italy	-0.0258	-0.0052	-0.0067	0.0013	0.0047	0.0085	0.0013	0.0032	0.0008	-0.0042	South
95286_B02	Norway	0.0064	-0.001	-0.0073	0.008	-0.0059	0.0056	0.0041	0.0055	0.0129	-0.0034	North
95286_B03	Norway	0.0063	0.0017	-0.0155	0.0081	-0.0041	0.0131	0.0178	0.001	0.008	0.0066	North
95286_B04	Norway	0.0099	-0.0008	-0.0228	0.0014	-0.0004	0.0136	0.0297	-0.0004	-0.0019	-0.0117	North
95286_B05	Norway	0.0128	-0.001	-0.0259	-0.0069	0.0009	0.0169	0.0271	-0.0125	-0.0152	-0.0107	North
95286_B06	Norway	0.0104	0.0018	-0.0178	0.0035	-0.0026	0.0167	0.0296	0.0031	0.0004	0.0035	North
95286_B07	Norway	0.0098	-0.0039	-0.0095	0.0075	0.004	0.0045	0.0054	-0.0003	0.0144	-0.0042	North
95286_B08	Norway	0.0078	0	-0.0117	0.0009	0.0039	0.0028	0.0137	0.0078	-0.0061	0.0051	North
95286_B09	Norway	0.0087	0	-0.0146	-0.0026	0.0048	0.0109	0.0313	-0.0093	0.0033	0.014	North
95286_B10	Italy	-0.0302	-0.0111	-0.0161	0.0027	-0.0001	0.0218	-0.0104	-0.0024	0.0052	0.004	South
95286_B11	Italy	-0.0139	0.0017	0.0002	-0.0036	-0.0067	-0.0014	0.0038	-0.0035	-0.0035	-0.0136	South
95286_B12	Italy	-0.0257	-0.0063	-0.004	0.0043	-0.0045	0.0099	-0.0039	-0.0106	0.0067	-0.0015	South
95286_C01	Norway	0.009	0.0007	-0.0165	-0.0024	-0.0029	0.0116	0.0327	-0.0038	-0.0048	-0.0025	North
95286_C03	Norway	0.0086	-0.0031	-0.0105	0.0107	-0.0014	0.0077	0.0097	-0.0091	0.0084	-0.0003	North
95286_C04	Norway	0.0098	-0.0074	-0.0081	0.0083	0.0042	0.0142	-0.0062	-0.006	0.0039	-0.0001	North
95286_C05	Norway	0.0086	-0.0009	-0.021	-0.0013	-0.0036	0.0173	0.0202	-0.0069	-0.0037	0.0082	North
95286_C06	Norway	0.0102	-0.0049	-0.0099	0.0081	0.0022	0.0151	0.0056	-0.0013	0.0026	-0.0057	North
95286_C07	Norway	0.0071	-0.0016	-0.0075	0.0028	0.0004	0.0069	0.0138	-0.0096	0.0001	-0.0016	North
95286_C08	Norway	0.0103	-0.0098	-0.0077	0.0087	0.0017	0.0062	-0.0057	-0.0022	0.0009	-0.0049	North
95286_C09	Norway	0.0095	-0.0035	-0.0091	0.0018	-0.006	0.0105	0.0078	0.0017	0.0065	-0.0047	North
95286_C10	Italy	-0.0293	0.0013	-0.0051	-0.0062	-0.0266	-0.0044	-0.0022	-0.005	-0.0057	-0.0051	South
95286_C11	Italy	-0.0233	-0.0029	-0.0046	0.0006	-0.0102	0.0143	-0.0087	-0.007	0.004	0.0077	South
95286_C12	Italy	-0.0163	0.0006	-0.0013	-0.0067	-0.0099	-0.0011	-0.0051	0.0082	0.0005	-0.0022	South
95286_D01	Norway	0.0123	0.0001	-0.0135	0.0048	0.0012	0.0126	0.0114	0.0004	0.0018	0.0026	North
95286_D02	Norway	0.0099	-0.0027	-0.0125	0.0136	0.0028	0.009	-0.0083	0.0018	0.0083	-0.0031	North
95286_D03	Norway	0.0101	-0.0044	-0.0185	0.0027	-0.0053	0.0101	0.0151	-0.0066	-0.0003	-0.0037	North
95286_D04	Norway	0.0061	0.0002	-0.0133	-0.0037	-0.005	0.0054	0.0237	0.0054	-0.0031	0.0025	North
95286_D05	Norway	0.0111	-0.004	-0.0127	0.0093	-0.0046	0.0048	0.0033	-0.0137	-0.0038	0.0014	North
95286_D06	Norway	0.0065	-0.0014	-0.0126	0.0151	-0.0005	0.0066	0.0159	-0.0093	-0.0006	-0.0147	North
95286_D07	Norway	0.0098	-0.0093	-0.0132	0.0131	-0.0006	0.0041	-0.0019	0.0031	0.0129	-0.0047	North
95286_D08	Norway	0.0102	0.0022	-0.0123	0.0021	-0.0022	0.0166	0.0121	0.0035	-0.004	0.0019	North
95286_D09	Norway	0.0118	-0.001	-0.0249	-0.0054	0.0005	0.0158	0.0346	0.0069	-0.0017	0.0035	North
95286_D10	Italy	-0.0199	-0.0019	-0.004	0.0001	-0.0127	0.0074	0.0028	0.0063	0.0041	0.0009	South
95286_D11	Italy	-0.029	-0.0111	-0.0093	0.0021	0.0036	0.0214	-0.0104	-0.0052	0.005	-0.0011	South
95286_D12	Italy	-0.0201	-0.0009	-0.0009	-0.0028	-0.0208	0.0029	-0.0129	0.0012	0.0034	-0.0036	South
95286_E02	Norway	0.0088	-0.006	-0.023	-0.0003	-0.0006	0.0174	0.0214	-0.0045	-0.004	-0.0089	North
95286_E03	Norway	0.0064	-0.0023	-0.0102	0.0098	-0.0142	0.0016	0.0054	0.0002	-0.0045	-0.008	North
95286_E04	Italy	-0.0301	-0.0109	-0.0115	0.0008	0.0069	0.0168	0.0086	-0.0175	0.0071	-0.0045	South
95286_E05	Norway	0.0089	-0.0046	-0.0184	-0.009	0.0018	0.0169	0.0231	0.0009	0.0017	0.0078	North
95286_E07	Norway	0.0108	-0.0021	-0.0228	-0.0036	-0.0001	0.018	0.0265	-0.0132	-0.0076	0.0054	North
95286_E11	Italy	-0.0161	-0.002	-0.0014	-0.0025	-0.0062	0.004	-0.0009	0.0065	-0.0031	-0.0027	South
95286_F01	Norway	0.0107	-0.0015	-0.0033	0.0079	0.0022	0.016	0.0146	-0.0042	0.0088	-0.0075	North
95286_F03	Norway	0.01	-0.0029	-0.01	0.0042	-0.0012	0.0116	0.0067	0.0072	0.0133	-0.0134	North
95286_F04	Italy	-0.0271	-0.0111	-0.002	0.0023	0.0019	0.0174	-0.0121	0.0072	0.0088	-0.0006	South
95286_F05	Norway	0.0087	0.0045	-0.0133	0.0019	-0.0004	0.014	0.0146	-0.0094	0.0101	0.0054	North
95286_F07	Norway	0.0097	-0.0034	-0.0131	0.0066	-0.0006	0.0069	0.0146	0.0008	0.002	-0.0036	North
95286_F08	Norway	0.0111	-0.0117	-0.0119	0.0113	-0.0144	0.0062	0.003	-0.0092	0.0024	0.0075	North
95286_F09	Italy	-0.0302	-0.0069	-0.0079	0.0042	-0.0017	0.0131	-0.0081	-0.0033	-0.0103	-0.0071	South
95286_F10	Italy	-0.0194	-0.0017	-0.0013	-0.0073	-0.0104	0.0078	0.0034	0.0001	-0.0002	0.0061	South
95286_F11	Italy	-0.0169	-0.0098	-0.0006	0.0013	-0.0042	0.0093	0.0062	-0.0047	-0.0016	0.0089	South
95286_F12	Italy	-0.0207	0	0.0008	-0.0086	-0.0124	-0.0046	-0.0023	0.0008	0.0044	-0.01	South
95286_G01	Norway	0.006	0.0034	-0.0081	0.0032	-0.0066	0.009	0.0188	-0.0064	-0.0058	-0.0003	North
95286_G02	Norway	0.0121	-0.0034	-0.0111	0.0008	0.0063	0.0024	0.0053	-0.0075	-0.0051	0.0028	North
95286_G05	Norway	0.0103	-0.0048	-0.0209	-0.0003	-0.0036	0.0203	0.0211	-0.0074	0.002	-0.0081	North
95286_G07	Norway	0.008	-0.0054	-0.0126	0.0093	0.0037	0.0052	0.0089	0.0025	0.0024	-0.001	North
95286_G09	Italy	-0.0298	-0.0074	-0.0101	-0.0015	0.0138	0.0193	-0.0052	0.007	0.008	0.0045	South
95286_G11	Italy	-0.0296	-0.0121	-0.0151	0.0083	0.005	0.0125	-0.0099	0.0007	0.0157	-0.003	South
95286_G12	Italy	-0.0301	-0.0106	-0.0108	0.005	0.0207	0.0208	-0.0001	-0.0029	-0.0041	-0.0075	South
95286_H01	Norway	0.0103	-0.0034	-0.0058	0.0018	-0.0051	0.0177	0.0216	-0.0017	-0.0015	0.0133	North
95286_H02	Norway	0.0081	0.0032	-0.005	-0.0075	0.0075	-0.0015	-0.0015	0.0008	-0.0077	0.0127	North
95286_H05	Norway	0.0093	-0.005	-0.0132	0.0019	-0.0004	0.0011	-0.002	0.0053	0.0082	0.0043	North
95286_H07	Norway	0.0113	-0.0027	-0.0193	-0.0097	-0.0001	0.0213	0.0327	-0.0074	0.0001	-0.005	North
95286_H08	Norway	0.0078	-0.0028	-0.0213	0.0044	0.0085	0.0155	0.0254	-0.0039	0.0078	-0.0026	North
95286_H09	Italy	-0.0281	-0.0086	-0.0138	0.0025	0.0032	0.0168	0.0078	-0.0109	0.0034	0.0016	South
95286_H10	Italy	-0.022	-0.0058	-0.0038	0.0011	-0.0192	0.0138	-0.0096	-0.0038	-0.0023	0.0099	South
95286_H11	Italy	-0.0178	-0.0014	-0.0018	-0.0126	-0.0116	0.0098	-0.0058	0.0083	0.0054	-0.0091	South
95287_A01	Norway	0.0096	0.0027	-0.005	0.0084	-0.0011	0.0044	0.02	0.0026	-0.0022	-0.0085	North
95287_A02	Norway	0.0071	-0.0006	-0.0108	-0.0052	-0.0036	0.01	0.0034	-0.0084	0.0029	0.0004	North
95287_A03	Norway	0.0089	0.0015	-0.0118	0.0071	-0.0049	0.0161	0.0143	-0.0018	0.0077	0.0004	North
95287_A04	Norway	0.0068	-0.0026	-0.0129	-0.0099	0.0028	0.0079	0.013	0.0065	0.0085	-0.007	North
95287_A05	Norway	0.0115	-0.0064	-0.0082	0.0058	-0.0096	-0.0003	0.0045	0.001	-0.0034	0.0009	North
95287_A06	Norway	0.0079	-0.0006	-0.0133	0.0011	-0.008	0.0049	0.0006	-0.0004	0.0038	-0.0055	North
95287_A07	Norway	0.0067	0.0033	-0.0108	-0.0047	0.0001	0.0095	0.0264	-0.0016	-0.0023	0.0008	North
95287_A08	Norway	0.0097	-0.0065	-0.0093	0.0091	-0.0049	0.0078	-0.0009	0.0034	0.0041	-0.0057	North
95287_A09	Norway	0.0091	-0.0013	-0.0247	-0.0005	0.0033	0.0135	0.0234	0.0014	-0.0065	-0.0082	North
95287_A10	Norway	0.0118	-0.0012	-0.0161	0.0042	0.0013	0.0061	0.0212	-0.0025	-0.0023	0.0022	North
95287_A11	Norway	0.0081	0.0004	-0.0168	-0.0002	0.0051	0.0221	0.0199	0.0014	-0.0057	-0.0024	North
95287_A12	Norway	0.0077	-0.0028	-0.0173	-0.0057	-0.0134	0.0187	0.0246	-0.0014	0.0046	-0.0022	North
95287_B01	Norway	0.0105	-0.0026	-0.0103	0.0024	-0.0017	0.0074	0.02	0.0073	0.0082	-0.0027	North
95287_B02	Norway	0.0104	-0.0053	-0.0067	0.0131	-0.0107	0.0083	0.0108	0.0076	0.0058	0.0004	North
95287_B03	Norway	0.0101	0.002	-0.0112	0.0082	-0.0036	0.0146	0.007	0.0044	0.0001	0.0003	North
95287_B04	Norway	0.0101	-0.0043	-0.0236	-0.0143	-0.0115	0.0195	0.0283	-0.0087	-0.0133	0.0162	North
95287_B05	Norway	0.0095	0.0042	-0.0139	0.0056	-0.0005	0.0082	0.0196	-0.0019	0.0035	-0.0046	North
95287_B06	Norway	0.0107	-0.0078	-0.0125	0.0085	-0.0002	0.0053	0.0084	0.0009	0.0021	0.0036	North
95287_B07	Norway	0.0061	0	-0.0071	-0.0008	-0.0095	-0.0002	0.004	-0.0028	0.001	-0.001	North
95287_B08	Norway	0.007	-0.0006	-0.0081	0.003	-0.003	0.0071	0.009	-0.009	0.0019	0.0046	North
95287_B09	Norway	0.0086	0.0047	-0.0098	0.0091	-0.0179	0.0083	0.013	-0.011	-0.0023	-0.0109	North
95287_B10	Norway	0.0084	0.0001	-0.013	0.0022	0.004	0.0231	0.0182	0.0003	-0.0007	0.0019	North
95287_B11	Norway	0.0119	-0.0002	-0.0199	-0.003	0.0001	0.0043	0.022	-0.0008	-0.003	-0.0094	North
95287_B12	Norway	0.0109	-0.0023	-0.0124	0.0075	-0.0132	0.01	0.0135	-0.0029	-0.0007	0.0066	North
95287_C01	Norway	0.0107	-0.0054	-0.0101	0.0206	0.003	0.0179	-0.002	-0.0079	-0.0043	-0.0023	North
95287_C02	Norway	0.013	-0.0049	-0.025	-0.0018	-0.0064	0.0189	0.0365	-0.0038	-0.0145	0.0022	North
95287_C03	Norway	0.0102	0.0035	-0.0137	0.0025	-0.0028	0.0202	0.0187	0.0048	-0.0006	-0.0098	North
95287_C04	Norway	0.0087	-0.0033	-0.0123	-0.0031	0.0016	0.0042	0.02	-0.004	-0.0031	0.0085	North
95287_C06	Norway	0.0074	0.0019	-0.0063	0.0016	0.0017	0.0049	0.0183	-0.0085	0.0109	-0.0114	North
95287_C07	Norway	0.0096	-0.0071	-0.0213	0.0022	0.002	0.0083	0.0133	0.0011	-0.0119	0	North
95287_C08	Norway	0.0073	-0.0003	-0.0112	0.0062	-0.0059	0.0144	0.0162	0.0006	0.0052	0.0043	North
95287_C09	Norway	0.0102	-0.0058	-0.0188	0.002	-0.0006	0.0133	0.0169	-0.0014	0.0002	-0.0057	North
95287_C11	Norway	0.0107	0.0009	-0.0138	-0.0016	-0.0031	0.0128	0.0127	0.0094	0.0048	-0.0059	North
95287_C12	Norway	0.0112	-0.0046	-0.0201	-0.0003	-0.0038	0.0131	0.0154	0.0004	0.0056	-0.0039	North
95287_D01	Norway	0.0079	0.0001	-0.0118	0.0057	-0.0049	0.0135	0.0137	-0.0065	0.0009	0.0004	North
95287_D02	Norway	0.01	-0.0005	-0.0188	-0.0042	0.0037	0.0104	0.0052	-0.0022	0.0086	0.0084	North
95287_D03	Norway	0.0065	0.0019	-0.0019	0.007	-0.0026	0.0165	0.0203	0.0012	-0.0032	-0.0015	North
95287_D04	Norway	0.0099	-0.0001	-0.0116	0.0018	0	0.0085	0.0169	0.0077	-0.0036	-0.0093	North
95287_D05	Norway	0.0085	0.0002	-0.0151	0.0081	-0.0097	0.01	0.0081	0.001	0.0042	-0.0024	North
95287_D06	Norway	0.0078	-0.0048	-0.0169	0.0003	-0.0035	-0.0008	0.0174	-0.0055	-0.0018	-0.0044	North
95287_D07	Norway	0.0083	-0.0036	-0.0103	0.0031	0.0052	0.0015	0.0023	-0.0063	0.0064	-0.0014	North
95287_D08	Norway	0.0111	0.002	-0.0151	-0.0068	0.0109	0.0091	0.0252	0.0031	0.0025	0.0078	North
95287_D10	Norway	0.0075	-0.0004	-0.0093	-0.006	0.0155	0.0082	-0.0141	-0.0031	-0.0032	0.0072	North
95287_D12	Norway	0.0092	0.0017	-0.0088	0.0004	0.0007	0.0084	0.0178	-0.0077	-0.0053	-0.0018	North
95287_E01	Norway	0.007	0.0012	-0.0175	-0.0057	0.0025	0.0113	0.0251	-0.002	-0.0105	-0.0031	North
95287_E02	Norway	0.0115	-0.0028	-0.0221	0.0006	-0.0035	0.0236	0.0148	-0.0046	-0.0012	-0.0041	North
95287_E03	Norway	0.0099	-0.0001	-0.0197	-0.0036	0.0048	0.0113	0.0174	0.0038	-0.0101	0.0035	North
95287_E04	Norway	0.0091	-0.0016	-0.0158	-0.0015	-0.0057	0.0068	0.021	0.0019	0.0032	-0.0089	North
95287_E05	Norway	0.0097	-0.0002	-0.005	0.0102	-0.0015	0.0102	-0.0071	0.0008	0.0067	0.0002	North
95287_E06	Norway	0.0088	-0.0014	-0.0234	-0.0025	0.0002	0.008	0.0214	-0.0046	0.0021	-0.0065	North
95287_E07	Norway	0.0073	0.0016	-0.0177	0.0043	-0.0085	0.0082	0.0148	-0.0036	0.0003	-0.0022	North
95287_E08	Norway	0.0094	-0.008	-0.0108	0.0165	-0.0036	0.0038	0.0077	-0.0009	0.0071	-0.0019	North
95287_E10	Norway	0.008	-0.0021	-0.0048	0.0074	-0.0037	0.0086	0.0057	-0.0084	0.007	-0.0046	North
95287_E11	Norway	0.01	0.0015	-0.0099	0.0012	0.0044	0.0132	0.0098	0.0039	0.0032	0.0038	North
95287_F01	Norway	0.0082	-0.0036	-0.0105	0.0108	-0.0108	0.0059	0.0095	0.0084	0.0016	-0.0039	North
95287_F02	Norway	0.0088	-0.0017	-0.0201	0.0041	-0.0035	0.0093	0.0097	-0.0022	-0.0084	-0.0059	North
95287_F03	Norway	0.01	0.0031	-0.0145	0.0023	0.0058	0.0179	0.0161	0.0012	0.0082	-0.008	North
95287_F04	Norway	0.0088	0.0042	-0.0113	0.0057	-0.0001	0.0173	0.0248	-0.0043	0.0087	0.0103	North
95287_F05	Norway	0.0078	-0.0014	-0.0071	0.012	-0.011	0.0134	0.0115	-0.0012	-0.0017	-0.0091	North
95287_F08	Norway	0.0117	-0.0002	-0.0219	0.0038	-0.011	0.0074	0.0168	0.0082	0.0039	-0.0016	North
95287_F09	Norway	0.0074	0.0051	-0.0039	0.0003	-0.0044	0.01	0.0173	-0.0048	0.0005	0.0027	North
95287_F10	Norway	0.0093	0.0027	-0.0165	0.0031	0.0028	0.0117	0.0042	0.0008	-0.0019	0.0157	North
95287_F11	Norway	0.0084	0.0013	-0.0068	0.0023	-0.0016	0.0085	0.0136	0.0008	-0.0084	0.0099	North
95287_G01	Norway	0.0103	-0.0056	-0.0084	0.0115	0.0029	0.0117	0.0031	-0.0009	0.0117	0.0034	North
95287_G02	Norway	0.0083	-0.0016	-0.0155	-0.003	0.0003	0.0163	0.0139	-0.0051	-0.0013	0.0032	North
95287_G03	Norway	0.0083	0.0021	-0.0086	0.0033	0.0004	0.0046	0.0168	0.0058	-0.0009	-0.0073	North
95287_G04	Norway	0.013	-0.0026	-0.0245	-0.0028	0.0073	0.0138	0.0345	-0.0014	-0.014	0.0045	North
95287_G05	Norway	0.0085	-0.0033	-0.0091	0.0046	-0.0016	0.0006	0.0119	-0.0015	-0.0031	0.0035	North
95287_G06	Norway	0.0093	-0.0025	-0.0118	0.005	-0.0004	-0.0006	-0.0016	-0.0084	0.0037	-0.005	North
95287_G07	Norway	0.0072	0.0006	-0.009	-0.0013	-0.0081	0.0045	0.0162	0.0033	0.0112	-0.0042	North
95287_G08	Norway	0.0075	-0.0009	-0.0077	0.0045	-0.0033	0.0015	0.0076	-0.0023	0.0002	-0.0036	North
95287_G09	Norway	0.0067	0.0014	-0.0055	-0.0004	0.0016	0.0195	0.0197	-0.0076	-0.0073	-0.0032	North
95287_G10	Norway	0.0112	-0.0014	-0.0095	0.0083	0.001	0.0077	-0.0044	-0.006	0.0063	-0.0021	North
95287_G11	Norway	0.0059	-0.0022	-0.0086	0.006	0.0009	0.0168	0.004	0.0021	0.001	0.0008	North
95287_G12	Norway	0.0067	0.0071	-0.0063	0.0047	-0.0068	0.0125	0.015	0.0056	0.0099	-0.006	North
95287_H01	Norway	0.0072	0.0009	-0.0129	0	0.0013	0.0087	0.0159	0.0061	0.0047	0.0006	North
95287_H02	Norway	0.0085	0.0026	-0.0093	0.0024	-0.0087	0.0058	0.0289	0.0054	-0.0027	-0.0016	North
95287_H03	Norway	0.0079	-0.0083	0.008	-0.0031	-0.0035	0.0075	0.0203	-0.003	-0.0032	0.0011	North
95287_H04	Norway	0.007	-0.0016	-0.0078	0.0015	-0.0037	0.0112	0.0134	0.0075	0.0079	0.0033	North
95287_H05	Norway	0.0085	-0.0026	-0.0146	0.0076	0.006	0.0024	0.0078	-0.0068	0.0064	0.009	North
95287_H06	Norway	0.0093	-0.0032	-0.0145	-0.0005	-0.002	0.0161	0.0153	0.0052	0.0049	0.0023	North
95287_H07	Norway	0.008	0.0004	-0.0179	-0.0045	-0.0082	0.0172	0.0252	0.0065	-0.0027	-0.0085	North
95287_H08	Norway	0.0086	0.0017	-0.0149	0.0082	-0.0028	0.0063	0.0064	-0.0007	-0.0019	-0.0032	North
95287_H09	Norway	0.0113	0.0014	-0.0193	-0.0019	-0.0027	0.0105	0.0242	-0.0015	-0.0049	-0.0028	North
95287_H10	Norway	0.0064	0.0016	-0.007	0.0012	-0.0072	0.0061	0.018	-0.0109	0.0082	-0.0024	North
95287_H11	Norway	0.0078	0.0034	-0.0176	0.0018	0.0003	0.0266	0.0216	-0.0021	-0.0073	0.0066	North
95288_A01	Italy	-0.0317	-0.0131	-0.0124	0.0025	0.0059	0.0084	0.006	-0.0058	0.0002	-0.0046	South
95288_A02	Italy	-0.0347	-0.0127	-0.0136	0.0031	0.0153	0.0097	-0.0037	0.0043	0.0064	0.0029	South
95288_A03	Italy	-0.0301	-0.009	-0.0084	-0.011	0.0024	0.014	-0.0118	-0.0018	0.0009	-0.0051	South
95288_A04	Italy	-0.0256	-0.0124	-0.0034	0.0042	0.0055	0.0213	-0.0019	0.0039	0.0111	0.0006	South
95288_A05	Italy	-0.0224	-0.0025	-0.0093	-0.007	-0.0085	-0.0049	0.0028	-0.015	0.0043	0.0024	South
95288_A06	Italy	-0.0267	-0.0074	-0.006	0.003	0.0094	0.0094	-0.0049	0.004	0.0086	0.0027	South
95288_A07	Italy	-0.0197	0.0003	-0.0017	-0.0033	-0.0053	0.0043	0.0102	0.0013	0.0035	-0.0026	South
95288_A08	Italy	-0.0232	-0.0041	-0.002	-0.0048	-0.007	0.0118	-0.0121	0.0022	-0.0057	0.0055	South
95288_A09	Italy	-0.0279	-0.0085	-0.0089	0.0044	0.0129	0.013	-0.0037	-0.0019	-0.0022	-0.0072	South
95288_A10	Italy	-0.028	-0.0063	-0.0082	-0.002	0.0089	0.0172	-0.0061	0.0015	-0.0038	-0.0052	South
95288_A11	Italy	-0.0183	0.0007	-0.0056	-0.0019	-0.0152	0.0069	0.0067	-0.0034	-0.0077	-0.0024	South
95288_A12	Italy	-0.0339	-0.0098	-0.0116	0.0013	0.01	0.002	-0.0002	0.0042	-0.0089	-0.0069	South
95288_B01	Italy	-0.0193	-0.0015	-0.0079	-0.0076	-0.0079	0.012	-0.0044	-0.0067	0.0001	0.0034	South
95288_B02	Italy	-0.0207	-0.0014	-0.0061	-0.0091	-0.013	0.0023	-0.0146	0.0077	-0.0019	-0.0032	South
95288_B03	Italy	-0.0269	-0.0111	-0.0118	0.0031	0.0027	0.0136	-0.0035	0.0004	0.0052	-0.0076	South
95288_B04	Italy	-0.0197	-0.001	-0.0023	0.001	-0.0129	0.0104	-0.0055	-0.0046	-0.0048	-0.0044	South
95288_B05	Italy	-0.0171	-0.0043	0.0041	-0.0106	-0.008	0.0009	-0.0039	0.0029	-0.003	-0.0089	South
95288_B06	Italy	-0.0301	-0.0138	-0.0102	0.0059	0.0068	0.0146	-0.0093	0.0005	0.0113	0.0021	South
95288_B07	Italy	-0.0231	0.0016	-0.0052	-0.0092	-0.0041	0.0062	-0.0043	-0.0067	0.0054	-0.0046	South
95288_B08	Italy	-0.0306	-0.0061	-0.0075	-0.0007	0.003	0.0186	-0.0023	0.0026	0.0029	-0.0109	South
95288_B09	Italy	-0.0166	0.0047	0.0029	-0.0028	-0.0101	-0.0029	-0.0042	-0.0049	0.0019	0.0059	South
95288_B10	Italy	-0.0279	-0.01	-0.0086	-0.0065	0.0017	0.0226	-0.0116	0.0068	-0.0069	-0.0029	South
95288_B11	Italy	-0.0286	-0.008	-0.0049	0.0006	0.0121	0.0169	-0.0093	-0.0007	0.0044	-0.0064	South
95288_B12	Italy	-0.023	-0.0048	-0.001	-0.0042	-0.0002	0.0164	-0.0098	-0.002	0.0002	-0.0041	South
95288_C01	Italy	-0.0315	-0.0061	-0.0072	0.0085	0.0032	0.0158	-0.0137	0.0027	0.0023	0.0044	South
95288_C02	Italy	-0.0108	-0.0087	-0.0015	-0.0037	-0.0038	0.0072	0.003	-0.0089	-0.0098	0.0019	South
95288_C03	Italy	-0.0236	-0.0064	-0.0038	-0.0074	-0.0053	0.0094	-0.0018	0.0038	0.0038	0.0044	South
95288_C04	Italy	-0.0334	-0.008	-0.0084	0.0005	0.0106	0.0219	-0.0049	0.0024	-0.0063	0.0052	South
95288_C05	Italy	-0.0291	-0.013	-0.0084	-0.0022	0.0081	0.0205	-0.0024	-0.0087	-0.003	-0.0015	South
95288_C06	Italy	-0.0176	-0.0052	-0.003	-0.0082	-0.0086	0.0083	-0.0176	0.0017	0.001	-0.0045	South
95288_C07	Italy	-0.0356	0.0062	-0.0122	-0.0083	-0.0361	-0.0252	0.0198	0.0053	-0.0081	-0.0033	South
95288_C08	Italy	-0.0226	-0.0057	-0.004	-0.0045	-0.0008	0.0061	-0.0011	-0.0019	0.0007	0.0016	South
95288_C09	Italy	-0.033	-0.0103	-0.013	0.0009	0.0077	0.0092	0.0067	0.0058	0.0195	0.0048	South
