id	pop	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	group
95279_F04	Belgium	-0.0016	0.0065	-0.0003	-0.0078	0.0026	-0.0075	-0.001	0.0015	-0.0009	0.0115	West
95279_F05	Belgium	-0.0014	0.0001	-0.0027	-0.0045	-0.0054	-0.0075	0.003	-0.0067	0.0039	0.0013	West
95279_F06	Belgium	-0.0029	0.0077	0.0031	-0.0042	0.0027	-0.001	-0.0096	-0.0046	-0.0008	-0.0084	West
95279_F07	Belgium	-0.0004	0.0013	-0.0007	-0.0101	-0.0006	-0.0064	-0.0027	0.0014	-0.0026	0.002	West
95279_G02	Belgium	-0.0026	0.0053	0.0039	-0.003	-0.0027	-0.006	0.0043	-0.0037	0.0067	0.0138	West
95279_G04	Belgium	-0.0021	0.0041	0.0029	-0.0033	0.0093	-0.0031	0.0004	0.0026	0.0044	-0.0057	West
95279_G05	Belgium	-0.0013	0.0004	-0.0009	-0.0051	0.0135	0.0038	-0.01	-0.0035	0.0012	-0.0085	West
95279_G06	Belgium	0.0002	0.0059	0.0032	-0.0063	0.0064	-0.0127	0.0112	-0.0046	0.0061	0.0017	West
95279_G07	Belgium	0.001	0.0039	-0.0037	-0.0062	0.0107	-0.0057	0.0098	-0.0082	0.0045	0.0005	West
95279_H01	Belgium	-0.0023	0.0055	-0.0009	-0.0045	0.0003	-0.008	0.003	-0.0018	-0.0045	-0.0041	West
95279_H02	Belgium	-0.0001	0.0045	-0.0011	-0.003	0.0085	-0.0014	-0.0055	0.0034	0.0005	0.0044	West
95279_H03	Belgium	-0.0026	0.0066	-0.0039	-0.0088	0.0005	0.0014	-0.0036	0.0041	0.0054	0.005	West
95279_H04	Belgium	-0.0012	0.0048	-0.0043	-0.0059	0.0076	-0.0086	-0.0017	-0.0055	0.0037	0.0016	West
95279_H05	Belgium	-0.0021	-0.0001	-0.001	-0.0012	0.0018	0.0002	-0.0017	-0.0028	0.0034	0.0048	West
95279_H06	Belgium	0.001	0.0033	-0.001	-0.003	0.0049	-0.0078	-0.0046	0.007	-0.0006	-0.0073	West
95280_A01	Belgium	-0.0042	0.0068	-0.003	0.0013	0.0017	-0.0086	0	0.0017	0	-0.0033	West
95280_A02	Belgium	-0.0012	0.0021	-0.0055	-0.0082	0.0004	-0.0015	-0.0125	-0.0004	0.0087	-0.0015	West
95280_A03	Belgium	-0.0018	0.0036	-0.0003	-0.0058	0.0069	-0.0031	-0.0048	-0.0085	0.0109	0.0083	West
95280_A04	Belgium	-0.0013	0.0058	0.0034	-0.0072	0.0067	-0.0024	0.0002	-0.0006	-0.0069	-0.0018	West
95280_A05	Belgium	-0.0039	0.0046	-0.0012	-0.0031	-0.0026	0.0018	0.0005	-0.0001	-0.0065	0.0012	West
95280_A06	Belgium	0.0018	0.0073	-0.0055	-0.0035	0.0134	0.0089	-0.0079	-0.0047	0.0016	-0.0094	West
95280_A07	Belgium	-0.0273	-0.0266	-0.0111	0.0351	0.0467	0.048	-0.0239	0.0044	-0.0002	0	West
95280_A08	Belgium	-0.0022	0.006	0.0024	-0.0069	-0.0023	-0.0062	0.0015	0.0057	0.0005	-0.0104	West
95280_A10	Belgium	-0.0019	0.0088	0.0036	-0.0133	0.007	-0.0013	0.0008	-0.0006	-0.0018	0.0101	West
95280_A11	Belgium	-0.0027	0.0058	0.0006	-0.0013	-0.0022	0.0076	0.0027	-0.0021	-0.0005	0.0017	West
95280_A12	Belgium	-0.002	0.0029	-0.0001	-0.0055	0.0023	-0.0064	-0.0045	-0.004	-0.0154	-0.0052	West
95280_B02	Belgium	-0.0019	0.0021	0.0048	-0.0002	-0.0021	-0.004	0.003	-0.0094	-0.0044	-0.0053	West
95280_B04	Belgium	-0.0009	0.004	0.0026	-0.0102	-0.0048	-0.0047	-0.006	-0.0039	0.0001	0.0008	West
95280_B05	Belgium	0	0.0051	-0.0063	-0.0045	0.0037	-0.0094	-0.0048	0.0031	0.003	-0.0025	West
95280_B06	Belgium	-0.0036	0.0018	-0.0007	-0.0062	0.0044	-0.0003	-0.0066	0.0068	-0.01	-0.006	West
95280_B07	Belgium	0.0001	0.0065	-0.0056	-0.0108	0.0074	-0.0014	-0.0041	0.0018	-0.0108	0.0071	West
95280_B08	Belgium	-0.0016	0.0034	0.0023	-0.0015	0.0029	-0.0056	0.0021	-0.0047	0.001	0.0013	West
95280_B09	Belgium	-0.0019	0.0068	0.0018	-0.0036	0.0044	-0.004	-0.0086	-0.0053	0.0091	-0.0033	West
95280_B10	Belgium	0.0007	0.0042	-0.0027	-0.0034	-0.0008	-0.0041	-0.0108	-0.0154	-0.0101	0.0005	West
95280_B11	Belgium	-0.0041	-0.0015	0.0004	-0.0086	-0.0023	-0.0021	0.005	-0.0032	0.006	-0.0005	West
95280_B12	Belgium	-0.0002	0.0029	-0.001	-0.0031	0.0049	-0.005	0.0035	-0.0033	0.0031	0.002	West
95280_C01	Belgium	-0.0048	0.0007	0.0011	-0.0022	0.0028	-0.0064	-0.0076	-0.0039	-0.006	-0.0031	West
95280_C02	Belgium	-0.0011	0.0012	0.0026	-0.0097	0.0081	-0.0091	0.006	-0.0025	-0.001	-0.0079	West
95280_C04	Belgium	-0.0024	0.0063	0.0037	-0.0082	-0.0033	-0.0085	-0.0099	0.0062	-0.0069	-0.0036	West
95280_C06	Belgium	-0.003	0.0022	-0.0036	-0.0054	0.0002	-0.0055	-0.004	0.0103	0.0057	0.0113	West
95280_C07	Belgium	0.0013	0.0111	0.0106	0.0121	-0.0012	0.0075	0.006	0.0044	0.0112	0.0023	West
95280_C08	Belgium	-0.0009	0.0059	-0.0033	-0.0041	-0.0104	-0.0054	0.001	0.009	-0.0088	-0.0077	West
95280_C09	Belgium	0.0001	0.0032	-0.002	-0.0049	0.0063	-0.0071	-0.0045	0.0021	-0.0003	-0.0056	West
95280_C10	Belgium	-0.0025	0.0008	-0.0056	-0.0026	0.0025	-0.0079	-0.0057	-0.0022	-0.0032	-0.0047	West
95280_C11	Belgium	-0.0006	0.0045	0.0009	-0.0081	-0.002	0.0015	-0.005	0.0046	0.0037	0.0065	West
95280_D01	Belgium	-0.0014	0.0047	-0.0026	-0.0086	-0.0004	-0.0051	-0.0098	-0.0047	-0.0121	0.0058	West
95280_D03	Belgium	-0.0018	0.0024	-0.0055	0.0002	0.0043	-0.0143	0.0009	-0.0036	0.0037	-0.0012	West
95280_D06	Belgium	-0.0034	0.0021	0.0025	-0.0041	-0.0051	-0.0089	-0.0075	-0.0002	-0.0001	-0.0049	West
95280_D07	Belgium	-0.0046	0.0047	-0.0036	-0.0088	0.0039	-0.0084	-0.0035	0.0115	0.0005	0.006	West
95280_D08	Belgium	-0.0012	0.0028	-0.0046	-0.0055	-0.0009	-0.0066	0.0007	0.0054	0.0037	-0.0033	West
95280_D09	Belgium	-0.0002	0.0049	-0.0034	-0.0107	0.0032	-0.0114	-0.003	0.007	0.0048	0.0006	West
95280_D10	Belgium	-0.0033	0.0019	-0.0005	-0.0125	0.0027	-0.01	-0.0101	-0.0017	-0.0016	-0.0034	West
95280_E01	Belgium	-0.0002	0.0052	-0.0016	-0.0141	-0.0025	-0.0078	-0.0034	-0.0058	0.0044	0.0063	West
95280_E02	Belgium	0.0016	0.0044	-0.0068	-0.0127	0.0077	-0.0044	-0.0097	0.0035	-0.0017	-0.0129	West
95280_E03	Belgium	-0.0018	0.0059	-0.0017	-0.0091	0.0099	-0.0117	-0.0061	-0.0012	0.0025	0.0004	West
95280_E04	Belgium	-0.0011	0.006	0.0028	-0.0081	0.0007	-0.0077	0.0076	-0.0005	0.003	0.0038	West
95280_E05	Belgium	-0.0023	0.003	0.0044	-0.0068	0.0085	-0.0068	-0.0071	0.0043	-0.0104	-0.0035	West
95280_E06	Belgium	-0.0009	0.0074	-0.0052	-0.0061	-0.0037	-0.0129	0.0084	0.006	0.0135	-0.0152	West
95280_E07	Belgium	-0.0049	0.0002	-0.0015	-0.0084	0.0118	-0.0045	-0.0118	-0.0041	0.0027	-0.0018	West
95280_E08	Belgium	-0.0008	0.0053	-0.0018	-0.0048	0.0034	-0.0022	-0.0086	0.0067	-0.0081	-0.0077	West
95280_E09	Belgium	0.0009	0.0037	-0.0065	-0.0145	-0.0013	-0.0018	-0.0061	0.0078	-0.001	-0.0075	West
95280_E10	Belgium	-0.006	0.0056	-0.0037	-0.0097	0.0027	0.004	-0.0001	-0.0071	0.0052	0.0071	West
95280_E11	Belgium	-0.0023	0.0067	0.0045	-0.0041	0.0025	-0.0023	-0.0077	-0.0048	-0.0033	-0.0043	West
95280_E12	Belgium	-0.0015	0.0068	-0.001	-0.0006	-0.001	-0.0028	-0.0013	-0.0049	0.0003	-0.0036	West
95280_F01	Belgium	-0.0021	0.003	-0.0003	-0.0084	0.0006	-0.0014	0.0023	-0.0006	-0.0049	-0.003	West
95280_F02	Belgium	-0.0007	0.0064	0.0001	-0.0108	-0.0036	0.0043	-0.0058	-0.0048	0.0004	0.0049	West
95280_F03	Belgium	-0.0016	0.0043	0.0002	-0.0025	0.0113	-0.0048	-0.0033	-0.0016	0.0025	-0.0029	West
95280_F05	Belgium	-0.0011	0.0049	-0.0012	-0.0018	0.011	0.0085	-0.0086	0.0009	-0.0018	0.009	West
95280_F06	Belgium	0.0006	0.0054	-0.0041	-0.0071	0.0083	0.0011	-0.0119	-0.01	0.0022	0.008	West
95280_F07	Belgium	-0.0014	0.0018	-0.0072	-0.0063	-0.0042	0.0068	-0.0077	-0.0054	0.0065	0.0003	West
95280_F08	Belgium	-0.0022	0.0077	-0.0011	-0.0055	-0.0053	0.0008	0.0034	0.0059	0	0.0055	West
95280_F09	Belgium	-0.0031	0.0058	0.0028	-0.0028	-0.0015	-0.0035	0.0056	-0.0033	-0.0077	0.0041	West
95280_F10	Belgium	-0.0004	0.0007	0.0025	-0.0123	0.0052	-0.0037	-0.0029	-0.0053	-0.001	-0.0095	West
95280_F11	Belgium	-0.0017	0.004	-0.0052	-0.0053	-0.0028	-0.0025	-0.0002	-0.0008	-0.0056	0.0075	West
95280_G01	Belgium	0.0008	0.0029	-0.0005	-0.0138	0.0054	-0.0039	-0.0081	-0.0018	-0.0031	0.0019	West
95280_G02	Belgium	-0.0033	0.0039	0.0025	-0.0031	-0.0039	-0.0089	-0.0072	-0.002	-0.0044	0.0031	West
95280_G03	Belgium	0	-0.0053	0.0225	0.0037	0.0003	0.0062	-0.0047	0.0011	0.0028	0.0083	West
95280_G04	Belgium	-0.0028	0.0047	-0.003	-0.0054	0	0.0004	-0.0075	0.0014	-0.0022	0.0023	West
95280_G05	Belgium	-0.0004	0.002	-0.0072	-0.0079	0.006	-0.0076	-0.0043	0.0113	0.011	-0.0053	West
95280_G06	Belgium	-0.0018	0.0065	0.0018	-0.0028	0.006	-0.0083	-0.0105	-0.0047	-0.0014	0.0136	West
95280_G07	Belgium	-0.0031	0.0053	-0.0007	-0.0044	0.0002	0.0011	-0.0155	-0.0047	0.0044	-0.0047	West
95280_G08	Belgium	-0.0002	0.006	0.0018	-0.004	0.0052	-0.004	0.0005	0	-0.0012	-0.0131	West
95280_G09	Belgium	0.0001	0.0069	-0.0006	-0.0034	0.0069	-0.0076	-0.0109	0.0002	-0.0073	-0.007	West
95280_G10	Belgium	-0.0028	0.0036	-0.0052	-0.004	0.0034	0.0022	-0.0065	0.0034	-0.0026	0.0027	West
95280_G11	Belgium	-0.0053	-0.0004	-0.0006	-0.0046	0.0015	-0.0039	0.0004	0.0017	-0.0105	0.0064	West
95280_H02	Belgium	-0.0014	0.0045	0.0019	-0.0042	-0.0004	0.003	0.0001	-0.0018	-0.0025	-0.0007	West
95280_H03	Belgium	-0.0018	0.0036	-0.0035	-0.0079	-0.0016	-0.0021	-0.0068	-0.0044	0.0029	0.0007	West
95280_H04	Belgium	0.0024	0.0078	0.0051	0.0009	0.0034	0.0074	-0.0038	0.0054	0.0024	-0.0027	West
95280_H05	Belgium	-0.0043	0.0042	-0.0029	-0.0096	-0.0002	-0.0019	0.0012	-0.0078	-0.0017	-0.0058	West
95280_H06	Belgium	-0.0031	0.0042	-0.0032	-0.0069	0.0036	-0.008	-0.0054	0.0006	0.0022	-0.0008	West
95280_H07	Belgium	-0.0007	0.0009	0.0021	-0.0045	0.0035	-0.0035	0.0102	0.0064	0.0106	-0.0086	West
95280_H08	Belgium	-0.0023	0.0049	-0.0008	-0.0074	-0.0023	-0.0096	-0.0035	0.0011	-0.007	0.0111	West
95280_H09	Belgium	-0.0008	0.0028	-0.0013	-0.0085	0.0081	-0.0084	-0.0053	-0.0098	-0.0076	0.0001	West
95280_H10	Belgium	-0.0011	0.0006	0.0021	-0.0128	0.0046	-0.0035	0.0009	0.005	-0.013	-0.0046	West
95280_H11	Belgium	-0.0021	0.0048	-0.0038	-0.0082	0.0059	0.0029	-0.0019	-0.0053	-0.0088	-0.0006	West
95280_H12	Belgium	-0.0008	0.0051	-0.0043	-0.0065	0.0101	-0.0123	-0.0112	-0.0034	-0.0042	-0.0059	West
95281_A02	Denmark	0.0059	0.0015	-0.0095	-0.0138	0.0037	-0.005	0.0076	-0.0022	-0.0086	0.0023	North
95281_A03	Denmark	0.0079	-0.0005	-0.0085	-0.0069	0.006	-0.0024	0.0082	0.0084	-0.0121	-0.0085	North
95281_A04	Denmark	0.0068	0.0015	-0.0076	-0.0086	0.0075	-0.0027	0.0004	0.0054	-0.0019	0.0014	North
95281_A05	Denmark	0.0082	-0.0013	-0.0094	-0.0042	0.0001	0.0095	0.0013	-0.0123	-0.0059	0.0065	North
95281_A06	Denmark	0.0078	0.0005	-0.0067	-0.0061	0.0045	-0.0081	-0.0035	-0.0032	0.0033	-0.0058	North
95281_A07	Belgium	-0.0023	0.0034	0.0006	-0.0075	0.0006	0.0007	-0.0005	-0.0016	-0.0048	0.0025	West
95281_A08	Belgium	-0.005	0.0044	0.0017	-0.0085	-0.0063	-0.0096	0.0011	0.0037	0.0029	-0.0077	West
95281_A09	Belgium	-0.0006	0.0065	-0.0044	-0.0028	0.0018	-0.0084	-0.008	0.009	-0.0007	-0.0059	West
95281_A10	Belgium	-0.0029	0.0059	-0.001	-0.0154	0.0049	-0.0168	-0.0036	-0.0089	0.0049	0.0073	West
95281_A11	Belgium	-0.0009	0.0053	-0.0065	-0.0052	0.0021	-0.0047	0.0051	0.0143	-0.0064	-0.0023	West
95281_A12	Belgium	0.0008	0.0039	-0.0072	-0.0074	0.0076	-0.0061	-0.0117	0.0148	-0.0042	-0.0014	West
95281_B02	Denmark	0.007	0.0024	-0.0044	-0.0085	0.0106	-0.0083	0.0054	0.0034	-0.0059	-0.008	North
95281_B04	Denmark	0.006	0.0009	-0.0019	-0.0013	0.0111	0.0045	0.0018	0.0047	0.0037	-0.0048	North
95281_B05	Denmark	0.006	-0.0025	-0.0047	-0.006	0.011	-0.0065	0.0039	-0.0067	0.0007	0.001	North
95281_B07	Belgium	-0.0021	0.0051	0.0022	-0.0122	0.01	-0.0075	-0.0038	0.0028	-0.0013	0.0004	West
95281_B08	Belgium	-0.0021	0.0056	-0.0022	-0.0055	-0.0065	-0.0092	-0.0017	0.0056	-0.0028	-0.0011	West
95281_B09	Belgium	-0.0013	0.0026	-0.0042	-0.0092	0.0017	-0.0052	-0.0102	-0.0025	0.0026	-0.0034	West
95281_B10	Belgium	0.0002	-0.0005	0.0014	-0.0064	0.003	0.004	-0.0033	0.0072	-0.0017	-0.0049	West
95281_B11	Belgium	-0.0023	0.0051	-0.0018	-0.0085	0.0004	-0.0037	-0.0118	-0.0038	-0.0017	-0.0049	West
95281_B12	Belgium	-0.0031	0.0034	-0.0019	-0.0032	-0.0032	0.0071	0.0098	0.0146	0.0011	-0.0034	West
95281_C01	Denmark	0.0088	0.001	-0.0076	-0.0105	0.0046	-0.0046	-0.0047	-0.0043	-0.0014	0.0089	North
95281_C02	Denmark	0.0063	-0.001	-0.0003	-0.0053	0.0059	0.007	-0.0045	-0.0036	0.008	-0.0002	North
95281_C03	Denmark	0.0072	0.0057	-0.0036	-0.0125	0.0049	-0.0082	-0.0064	-0.0029	0.0039	0.0013	North
95281_C04	Denmark	0.0071	0.0015	-0.0106	-0.0164	0.0035	0.0026	-0.0024	-0.0076	0.0047	-0.0009	North
95281_C06	Denmark	0.0083	-0.0046	-0.0147	-0.0077	0.0011	-0.0058	0.0025	-0.0032	0.0015	-0.004	North
95281_C07	Belgium	-0.0027	-0.0004	-0.0016	-0.0081	0.0058	-0.0054	-0.0098	0.0041	-0.0063	-0.005	West
95281_C08	Belgium	-0.0004	0.0059	0.0014	-0.0069	0.0029	0.0006	-0.0102	-0.0076	0	-0.0035	West
95281_C09	Belgium	-0.0023	0.0058	-0.0039	-0.0021	-0.0015	-0.0035	-0.0022	0.0007	-0.0024	-0.0015	West
95281_C10	Belgium	-0.0027	0.0032	-0.0048	-0.0024	0.0047	0.0045	0.0003	0.001	-0.0005	-0.0073	West
95281_C11	Belgium	-0.0018	0.0049	0.0009	-0.0101	0.0016	0.0008	-0.0139	-0.0001	-0.0041	0.0074	West
95281_C12	Belgium	-0.0025	0.0084	-0.0057	-0.0115	-0.0003	-0.0048	-0.0168	0.0031	0.005	-0.0031	West
95281_D01	Denmark	0.0064	0.0032	-0.0108	-0.0075	0.0082	-0.0031	-0.0034	0.0008	0.005	-0.0023	North
95281_D02	Denmark	0.0046	-0.0014	-0.0117	-0.0091	-0.001	-0.0081	0.0076	-0.0058	-0.0116	-0.0007	North
95281_D05	Denmark	0.0064	-0.0017	-0.0006	-0.0003	-0.0044	-0.0115	0.0071	0.0035	0.0069	-0.0135	North
95281_D06	Belgium	0.0003	0.0017	-0.0018	-0.009	0.002	0.0009	-0.0011	0.0035	0.0016	0.004	West
95281_D07	Belgium	0.0023	-0.0091	0.0126	-0.0062	0.0106	-0.0038	0.0031	0.0011	-0.0031	0.0113	West
95281_D09	Belgium	-0.0019	0.004	-0.0048	-0.0054	0.0076	-0.0016	-0.0078	-0.0017	-0.0053	-0.0028	West
95281_D11	Belgium	-0.0015	0.0067	-0.0027	-0.0146	-0.0053	-0.0065	0.0092	0.002	0.0049	-0.0001	West
95281_D12	Belgium	-0.0016	0.0022	0.0054	-0.007	-0.0031	-0.0089	0.0011	-0.0027	-0.0082	-0.0036	West
95281_E01	Denmark	0.0056	0.0028	-0.0077	-0.0099	0.0059	-0.0031	-0.0028	0.009	0.0028	0.0104	North
95281_E02	Denmark	0.0066	-0.0002	-0.0057	-0.0171	0.0088	-0.0011	-0.0004	-0.0037	-0.002	0.0073	North
95281_E05	Denmark	0.0073	-0.0022	-0.0035	-0.0036	0.0056	-0.0018	-0.0011	-0.0007	0.0046	0.0092	North
95281_E06	Belgium	-0.0012	0.0067	0.0039	-0.0064	0.003	0.0026	-0.0095	-0.0055	0.0001	-0.0054	West
95281_E07	Belgium	0.0006	0.004	-0.0013	-0.0087	0.007	-0.003	-0.0034	-0.002	0.0044	0.0052	West
95281_E08	Belgium	-0.001	0.0081	-0.007	-0.0039	-0.0037	-0.0063	-0.0022	-0.0047	0.0045	-0.0054	West
95281_E10	Belgium	-0.0044	0.0083	0.0026	-0.0063	-0.0029	-0.005	-0.0027	0.0038	-0.0029	0.0016	West
95281_E11	Belgium	-0.0012	0.0047	-0.0019	-0.0017	0.0043	-0.0105	-0.0027	-0.0028	0.0099	0.0071	West
95281_E12	Belgium	-0.0011	0.0029	0.0037	-0.0069	-0.0006	-0.006	-0.0063	0.004	0.0041	-0.0005	West
95281_F01	Denmark	0.0055	-0.002	-0.0068	-0.0081	0.0046	-0.0018	0.0087	-0.0059	0.0025	0.0081	North
95281_F02	Denmark	0.0085	0.0003	-0.0082	-0.0018	0.0022	0.0027	0.0024	-0.0003	-0.0056	0.0049	North
95281_F03	Denmark	0.0074	-0.002	-0.006	-0.0121	-0.0114	0.0068	0.0028	-0.0012	0.0079	-0.0013	North
95281_F04	Denmark	0.0077	-0.0002	-0.0019	-0.0046	0.0127	-0.003	0.0062	-0.0047	-0.0056	-0.0025	North
95281_F05	Denmark	0.0055	-0.0031	0.0026	-0.0123	0.0041	-0.0053	0.0023	-0.0095	0.0013	0.0025	North
95281_F06	Belgium	-0.0036	0.0048	-0.0016	-0.0052	-0.004	-0.0039	-0.0094	0.01	-0.0026	-0.011	West
95281_F07	Belgium	-0.0007	0.0075	-0.0058	-0.0113	-0.0006	-0.0113	0.0029	0.002	0.0126	-0.002	West
95281_F08	Belgium	-0.0033	0.0042	0.004	-0.0091	0.0026	-0.0089	-0.0052	-0.0001	0.0008	-0.0018	West
95281_F10	Belgium	-0.0005	0.0071	-0.0031	-0.0106	0.0078	-0.0084	-0.0016	0.0096	-0.0042	0.0055	West
95281_F11	Belgium	-0.0038	0.0059	-0.0019	-0.0121	0.0025	-0.0029	0.0033	-0.0029	-0.0042	0.0028	West
95281_F12	Belgium	-0.0027	0.0012	-0.0025	-0.0109	0.0113	-0.0045	-0.0064	0.0045	-0.0058	0.0016	West
95281_G01	Denmark	0.006	-0.0007	-0.009	-0.0169	0.0044	-0.0048	-0.004	0.0023	0.0004	-0.0041	North
95281_G02	Denmark	0.0081	-0.0016	-0.0057	-0.015	0.0107	-0.0028	-0.005	0.013	-0.0064	-0.0107	North
95281_G03	Denmark	0.0072	0.002	-0.0064	-0.0119	0.0018	-0.0119	-0.0092	-0.0033	-0.002	0.0007	North
95281_G05	Denmark	0.005	-0.0057	0.0015	-0.0135	0.0108	-0.011	0.0048	-0.0045	-0.0041	-0.0006	North
95281_G06	Belgium	-0.0016	0.004	-0.0021	-0.0078	-0.0017	0.0037	-0.0018	-0.0033	0.0022	-0.0016	West
95281_G07	Belgium	-0.0017	0.0008	0.003	-0.0091	0.0038	0.0009	-0.0134	-0.0067	-0.0049	-0.001	West
95281_G08	Belgium	-0.0043	0.005	-0.0032	-0.0071	-0.0111	-0.0087	-0.0091	0.0093	0.0246	-0.0015	West
95281_G10	Belgium	0.0037	0.0021	-0.0039	-0.0166	0.0119	-0.0074	-0.0096	0.005	0.0054	-0.0074	West
95281_G11	Belgium	-0.0014	0.0075	-0.0067	-0.0065	-0.0021	-0.0108	-0.0068	0.0002	0.0053	-0.0046	West
95281_G12	Belgium	-0.0038	0.0018	0.0015	0.0017	-0.0034	-0.0012	0.002	-0.0074	0.0079	-0.0002	West
95281_H01	Denmark	0.0055	0	-0.0049	-0.0031	0.0057	-0.0025	0.0045	-0.002	-0.003	-0.0029	North
95281_H02	Denmark	0.0095	-0.0001	-0.0092	-0.0084	0.0076	0.0011	0.002	-0.0065	-0.0053	-0.0031	North
95281_H03	Denmark	0.0063	0.0024	-0.0053	-0.0131	0.0084	-0.0036	-0.0052	-0.0074	-0.0062	0.0046	North
95281_H05	Denmark	0.0047	0.0017	-0.0043	-0.0017	0.0033	-0.0063	0.0053	-0.0003	0.0082	0.0066	North
95281_H06	Belgium	0.0006	0.0053	-0.0027	-0.0013	0.0026	-0.0077	-0.0026	0.0023	-0.0013	-0.0083	West
95281_H08	Belgium	-0.0001	0.0002	-0.0014	-0.0082	-0.0002	-0.0031	-0.0149	0.0046	-0.0026	0.0035	West
95281_H11	Belgium	-0.0012	0.0071	-0.0012	-0.0107	0.0008	-0.0093	-0.0044	0.0041	0.0001	0.0036	West
95281_H12	Belgium	-0.0029	0.0069	0.0026	-0.0099	0.0053	-0.0014	-0.0012	0.0068	-0.0069	-0.0052	West
95282_A01	France	-0.0128	0.0058	0.0044	0.0032	-0.017	-0.0035	-0.0017	-0.0065	-0.0036	0.0069	West
95282_A07	Denmark	0.007	0.0005	-0.0035	-0.0104	0.013	0.0048	-0.0078	-0.0036	0.0079	0.0067	North
95282_A08	Denmark	0.0084	-0.0004	-0.005	-0.0072	-0.0062	-0.0029	-0.001	0.0032	-0.0002	0.0085	North
95282_A09	Denmark	0.0071	-0.0019	-0.0031	-0.0125	0.0078	0.0079	-0.0077	0.0026	-0.0027	-0.0057	North
95282_A10	Denmark	0.0073	0.001	-0.0063	-0.0082	-0.001	0.0015	0.0019	-0.0008	-0.0018	-0.0042	North
95282_A12	Denmark	0.0087	-0.0018	0.0003	-0.0096	0.0005	-0.0117	0.0051	0.0015	-0.0117	-0.0021	North
95282_B01	France	-0.0133	0.0037	-0.0021	-0.004	-0.009	0.0007	0.0104	-0.0044	-0.0031	0.0052	West
95282_B03	Finland_Subset	0.0141	-0.0277	-0.0004	0.0225	-0.0218	-0.0052	-0.0385	-0.002	-0.0033	0.0017	North
95282_B05	Finland_Subset	0.0159	-0.0337	-0.0096	0.0277	-0.0207	-0.0116	-0.0416	-0.0011	-0.0045	0.0056	North
95282_B06	Finland_Subset	0.0141	-0.031	-0.0032	0.0228	-0.0229	-0.0206	-0.0477	-0.0024	-0.0121	0.0113	North
95282_B07	Denmark	0.0066	-0.0021	-0.0117	-0.0128	0.0078	-0.0091	-0.0004	0.0035	0.0023	0.0066	North
95282_B08	Denmark	0.0081	-0.0052	-0.0068	-0.0122	0.0041	-0.0078	0.0071	-0.0097	-0.0002	-0.0047	North
95282_B09	Denmark	0.0061	-0.0057	-0.0013	-0.0071	0.0059	0.0008	0.0008	-0.0119	-0.003	0.0005	North
95282_B10	Denmark	0.0078	-0.0029	0.0011	-0.0075	0.0048	0.0083	0.0005	0.002	-0.0019	-0.003	North
95282_C01	France	-0.0139	0.0034	-0.0011	0.0049	-0.0117	-0.0126	0.0038	0.0014	-0.0025	-0.0092	West
95282_C07	Denmark	0.0057	-0.0005	-0.0072	-0.0117	0.0138	-0.0111	0.0039	0.0081	0.0039	0.0056	North
95282_C08	Denmark	0.0056	-0.005	-0.0093	-0.0123	0.0136	-0.0039	0.0062	0.004	-0.0033	0.0048	North
95282_C09	Denmark	0.0054	-0.0017	-0.0035	-0.0088	-0.0002	-0.0039	0.0057	-0.002	0.0012	-0.0026	North
95282_C10	Denmark	0.0065	0.0002	-0.0052	-0.0085	0.0028	0.0049	-0.0052	0.0029	0.0013	-0.0094	North
95282_C11	Denmark	0.0053	-0.0022	-0.0107	-0.0017	0.0049	-0.0071	0.0052	0.0004	-0.0133	-0.0001	North
95282_D07	Denmark	0.0065	0.0019	-0.0106	-0.005	0.002	0.0018	0.0133	-0.0047	-0.0035	0.01	North
95282_D08	Denmark	0.0099	-0.0009	-0.0024	-0.0021	0.0033	0.0089	0.0005	0.0074	-0.0106	-0.0103	North
95282_D09	Denmark	0.005	-0.001	-0.0036	-0.0111	0.0101	-0.0038	0.001	-0.0032	0.0087	-0.0032	North
95282_D10	Denmark	0.0074	0.0046	-0.0047	-0.0043	0.0078	-0.0066	-0.0059	0.0048	-0.0031	0.0031	North
95282_D11	Denmark	0.0066	0.0015	-0.0083	-0.0133	-0.0021	0	-0.0073	0.0078	0.0006	-0.0034	North
95282_D12	Denmark	0.0079	0	-0.0067	-0.0076	0.0087	0.0075	-0.0022	0.0021	0.0013	0.0033	North
95282_E07	Denmark	0.0082	-0.0018	-0.013	-0.01	0.0123	-0.0051	0.0001	0.0029	0.001	0.0055	North
95282_E09	Denmark	0.0078	-0.0046	-0.0019	-0.0061	-0.0009	-0.0086	-0.0062	-0.0035	-0.0136	-0.0072	North
95282_E11	Denmark	0.0044	-0.0003	-0.0031	-0.008	0.0007	-0.0019	0.0026	0.0046	0.0057	-0.0061	North
95282_E12	Denmark	0.0076	0.0022	-0.0081	-0.0099	0.0054	0.001	-0.0024	-0.002	-0.0114	0.002	North
95282_F07	Denmark	0.007	-0.0038	-0.0029	-0.0096	0.006	-0.0003	0.0058	0.0081	-0.0001	0.0102	North
95282_F08	Denmark	0.0046	0.0046	-0.0092	-0.0095	0.0019	-0.0075	0.0128	-0.0036	-0.0037	-0.0032	North
95282_F09	Denmark	0.0048	0.0016	-0.0076	-0.0126	0.0006	0.0001	-0.0062	-0.0025	0.0093	-0.0011	North
